0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 4, 4, 4, 5, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 6, 6, 7, 7, 9, 9, 9, 9, 9, 9, 12, 12, 15, 19, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 4, 5, 5, 5, 6, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 11, 12, 15, 
0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 5, 5, 6, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 9, 9, 10, 10, 10, 11, 11, 11, 11, 11, 13, 14, 14, 14, 15, 15, 15, 16, 16, 17, 17, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 5, 6, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 9, 9, 10, 10, 11, 11, 11, 11, 12, 13, 14, 14, 15, 15, 16, 17, 17, 19, 19, 20, 43, 45, 
0, 0, 0, 0, 3, 3, 6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 14, 15, 15, 16, 16, 17, 17, 18, 18, 18, 19, 20, 20, 21, 24, 47, 47, 47, 50, 50, 53, 57, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 10, 10, 10, 11, 11, 11, 12, 12, 12, 12, 14, 14, 14, 16, 17, 17, 17, 19, 29, 43, 45, 47, 47, 48, 49, 50, 50, 54, 55, 56, 
0, 0, 0, 0, 0, 0, 1, 8, 9, 10, 10, 11, 11, 12, 12, 12, 12, 13, 13, 14, 14, 15, 15, 16, 16, 17, 17, 19, 20, 21, 21, 30, 32, 36, 40, 41, 41, 41, 46, 47, 48, 49, 49, 49, 50, 50, 51, 55, 55, 56, 
0, 0, 0, 0, 0, 0, 1, 3, 3, 4, 7, 10, 10, 10, 12, 14, 14, 15, 15, 15, 16, 16, 16, 16, 16, 19, 20, 25, 28, 28, 30, 35, 40, 41, 44, 45, 46, 47, 47, 50, 50, 50, 52, 52, 52, 54, 54, 56, 57, 59, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7, 8, 9, 10, 10, 12, 12, 12, 13, 15, 17, 18, 19, 24, 30, 34, 40, 41, 41, 43, 45, 46, 46, 47, 49, 49, 50, 50, 51, 53, 60, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 7, 8, 9, 10, 12, 13, 14, 16, 17, 21, 23, 26, 32, 35, 39, 39, 39, 42, 42, 42, 43, 45, 46, 47, 47, 48, 48, 49, 51, 51, 51, 54, 55, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 4, 5, 7, 12, 15, 15, 17, 17, 22, 34, 40, 42, 42, 44, 44, 45, 46, 46, 47, 47, 47, 48, 49, 50, 50, 50, 51, 51, 52, 52, 52, 53, 56, 56, 
0, 0, 0, 0, 0, 1, 4, 9, 11, 12, 14, 15, 16, 16, 18, 19, 20, 29, 34, 42, 44, 44, 45, 45, 45, 46, 46, 46, 46, 47, 47, 48, 48, 49, 49, 49, 49, 49, 50, 51, 52, 52, 52, 53, 54, 54, 54, 55, 56, 57, 
0, 0, 8, 17, 29, 36, 37, 37, 39, 40, 40, 41, 42, 42, 43, 43, 44, 44, 45, 45, 46, 46, 46, 46, 47, 47, 47, 47, 48, 48, 48, 48, 49, 49, 51, 51, 52, 52, 54, 55, 55, 55, 55, 56, 57, 57, 57, 61, 61, 72, 
0, 0, 0, 0, 0, 0, 7, 19, 19, 38, 41, 42, 43, 43, 44, 44, 45, 46, 46, 46, 46, 47, 48, 48, 48, 48, 48, 49, 49, 50, 50, 51, 51, 51, 51, 51, 51, 52, 52, 53, 53, 53, 54, 55, 55, 56, 57, 57, 59, 74, 
0, 0, 0, 0, 0, 0, 4, 6, 13, 17, 27, 33, 38, 40, 41, 43, 44, 44, 45, 45, 46, 46, 46, 47, 47, 47, 47, 47, 48, 48, 48, 49, 49, 50, 50, 50, 50, 51, 52, 52, 52, 52, 52, 53, 55, 55, 56, 57, 60, 60, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 6, 8, 9, 14, 16, 22, 25, 26, 27, 29, 30, 32, 36, 39, 41, 43, 44, 45, 46, 47, 48, 48, 49, 49, 49, 49, 49, 51, 53, 54, 55, 62, 64, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 5, 6, 7, 8, 10, 13, 16, 16, 17, 23, 25, 27, 30, 31, 37, 37, 43, 43, 46, 48, 48, 49, 49, 50, 50, 53, 53, 54, 54, 55, 56, 57, 61, 71, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 10, 13, 15, 19, 26, 27, 28, 31, 32, 35, 44, 44, 45, 47, 48, 49, 50, 50, 51, 53, 53, 56, 59, 61, 61, 63, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 18, 19, 22, 23, 24, 25, 26, 33, 33, 34, 37, 40, 41, 41, 43, 43, 43, 44, 45, 47, 47, 48, 48, 48, 50, 51, 51, 56, 59, 59, 59, 60, 62, 63, 65, 65, 66, 68, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 19, 24, 25, 31, 32, 33, 35, 39, 40, 42, 44, 45, 46, 46, 46, 47, 48, 48, 49, 50, 50, 50, 51, 52, 54, 54, 54, 54, 56, 58, 59, 59, 59, 61, 62, 63, 67, 71, 
0, 0, 0, 0, 0, 0, 24, 25, 25, 25, 26, 31, 32, 33, 33, 35, 37, 38, 41, 41, 41, 41, 41, 42, 42, 45, 45, 45, 46, 46, 47, 47, 48, 49, 51, 51, 53, 53, 55, 56, 59, 60, 60, 62, 62, 63, 65, 66, 66, 69, 
0, 0, 10, 12, 15, 18, 29, 30, 33, 35, 35, 40, 42, 42, 43, 44, 45, 47, 47, 48, 49, 50, 51, 52, 53, 53, 55, 55, 55, 56, 56, 58, 59, 59, 59, 59, 62, 62, 63, 64, 65, 66, 66, 67, 67, 67, 69, 69, 71, 71, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 12, 14, 21, 23, 31, 36, 42, 42, 43, 43, 43, 44, 45, 48, 48, 49, 50, 51, 52, 54, 55, 57, 58, 59, 60, 61, 61, 62, 63, 65, 65, 67, 68, 68, 73, 79, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 33, 35, 36, 36, 44, 45, 45, 45, 46, 49, 49, 50, 51, 51, 52, 52, 53, 53, 53, 54, 54, 56, 56, 57, 58, 61, 61, 62, 64, 64, 64, 66, 66, 67, 68, 69, 69, 71, 72, 73, 
0, 0, 0, 0, 24, 37, 37, 41, 45, 46, 46, 47, 48, 48, 48, 49, 50, 50, 50, 51, 51, 52, 53, 55, 56, 56, 57, 58, 59, 60, 61, 61, 62, 62, 62, 63, 63, 64, 65, 66, 67, 67, 68, 68, 68, 69, 69, 70, 76, 76, 
0, 0, 6, 25, 26, 32, 44, 46, 46, 46, 48, 49, 50, 50, 52, 52, 52, 52, 53, 54, 55, 56, 57, 58, 58, 59, 60, 61, 61, 61, 62, 63, 63, 64, 64, 65, 65, 66, 66, 67, 67, 67, 67, 68, 69, 69, 69, 70, 72, 75, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 20, 23, 25, 37, 45, 45, 46, 48, 50, 50, 51, 53, 54, 55, 56, 56, 57, 57, 57, 59, 59, 60, 63, 63, 64, 65, 65, 65, 66, 67, 68, 68, 69, 75, 76, 
0, 0, 0, 0, 0, 4, 13, 16, 17, 22, 28, 33, 34, 38, 44, 44, 44, 47, 48, 51, 51, 52, 53, 53, 53, 53, 57, 57, 58, 58, 59, 60, 60, 60, 60, 61, 61, 61, 61, 62, 64, 66, 66, 66, 67, 69, 71, 71, 72, 74, 
0, 0, 0, 3, 5, 10, 15, 22, 24, 32, 32, 38, 44, 45, 47, 47, 48, 49, 50, 51, 51, 53, 53, 55, 56, 56, 56, 58, 58, 60, 60, 61, 61, 61, 62, 62, 62, 62, 63, 65, 66, 66, 67, 67, 67, 68, 70, 71, 73, 75, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 26, 31, 35, 42, 46, 49, 50, 54, 55, 56, 57, 57, 57, 58, 58, 58, 59, 60, 60, 60, 61, 61, 61, 61, 62, 62, 62, 62, 63, 65, 65, 66, 66, 67, 67, 70, 71, 72, 80, 
0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 22, 23, 28, 42, 42, 43, 45, 45, 45, 46, 46, 47, 47, 47, 48, 49, 49, 49, 51, 53, 53, 54, 54, 55, 56, 56, 59, 59, 61, 61, 61, 63, 63, 64, 66, 67, 70, 71, 73, 79, 
0, 0, 13, 21, 25, 27, 41, 42, 43, 46, 47, 47, 48, 50, 51, 51, 52, 52, 53, 53, 57, 58, 59, 59, 60, 60, 60, 61, 61, 62, 62, 62, 62, 63, 64, 64, 65, 65, 65, 66, 66, 68, 68, 69, 70, 73, 75, 75, 80, 80, 
0, 0, 18, 20, 22, 26, 26, 39, 40, 47, 48, 48, 49, 49, 51, 51, 52, 53, 53, 53, 54, 55, 56, 56, 57, 58, 60, 61, 63, 63, 64, 66, 66, 66, 67, 67, 67, 67, 68, 68, 69, 69, 69, 72, 77, 77, 78, 78, 79, 80, 
0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 8, 9, 10, 12, 17, 19, 19, 28, 33, 35, 37, 43, 46, 47, 52, 52, 53, 55, 55, 58, 58, 59, 60, 60, 61, 63, 64, 65, 65, 65, 66, 68, 69, 70, 71, 72, 72, 72, 73, 75, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 18, 18, 19, 20, 21, 23, 24, 24, 25, 30, 30, 32, 45, 48, 50, 50, 50, 51, 51, 54, 55, 56, 57, 58, 58, 60, 61, 63, 65, 67, 67, 68, 69, 69, 70, 71, 75, 76, 
0, 0, 0, 0, 0, 0, 11, 13, 15, 19, 29, 33, 35, 36, 37, 44, 47, 51, 51, 51, 52, 53, 53, 55, 55, 55, 56, 56, 59, 59, 61, 63, 64, 65, 66, 66, 67, 68, 68, 69, 70, 70, 70, 70, 70, 71, 73, 73, 74, 74, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 23, 23, 23, 23, 27, 31, 35, 43, 44, 50, 51, 51, 54, 54, 56, 57, 57, 58, 59, 59, 60, 61, 62, 62, 62, 63, 63, 63, 64, 65, 67, 69, 69, 71, 71, 72, 72, 73, 75, 77, 
0, 0, 0, 0, 0, 0, 1, 5, 10, 19, 21, 25, 25, 27, 42, 46, 48, 49, 51, 53, 56, 56, 56, 57, 58, 59, 59, 60, 60, 61, 63, 64, 64, 65, 65, 65, 66, 67, 68, 68, 69, 70, 71, 72, 73, 73, 74, 75, 76, 77, 
0, 0, 0, 15, 19, 20, 24, 47, 47, 52, 54, 55, 55, 55, 58, 58, 59, 59, 61, 61, 62, 62, 62, 63, 63, 64, 64, 64, 65, 66, 66, 66, 66, 66, 67, 67, 68, 68, 68, 69, 69, 70, 71, 72, 72, 73, 73, 74, 75, 77, 
0, 0, 0, 0, 7, 8, 9, 11, 48, 50, 54, 54, 55, 55, 56, 56, 56, 57, 57, 59, 60, 60, 62, 62, 63, 64, 64, 64, 65, 65, 66, 66, 66, 66, 66, 66, 66, 66, 66, 67, 67, 68, 69, 70, 70, 70, 70, 72, 74, 75, 
0, 0, 0, 1, 9, 10, 26, 46, 48, 49, 56, 57, 58, 59, 59, 61, 61, 62, 63, 64, 64, 64, 64, 64, 64, 65, 65, 65, 65, 65, 66, 66, 66, 67, 67, 67, 68, 68, 68, 68, 69, 69, 69, 71, 71, 71, 73, 74, 75, 75, 
13, 24, 45, 48, 50, 50, 54, 57, 57, 58, 59, 60, 60, 60, 61, 61, 62, 62, 62, 63, 63, 63, 64, 64, 64, 65, 65, 65, 66, 66, 66, 67, 67, 68, 68, 68, 68, 68, 69, 69, 69, 69, 69, 70, 70, 72, 72, 75, 79, 80, 
0, 0, 0, 0, 0, 0, 6, 11, 22, 23, 29, 47, 48, 48, 48, 52, 52, 54, 55, 56, 57, 58, 59, 59, 59, 61, 63, 63, 64, 64, 65, 65, 66, 66, 68, 69, 69, 69, 69, 70, 70, 70, 71, 72, 72, 73, 74, 75, 75, 76, 
0, 0, 0, 0, 0, 0, 0, 8, 14, 15, 22, 24, 24, 32, 47, 49, 51, 52, 53, 55, 57, 58, 58, 58, 59, 59, 60, 61, 61, 63, 63, 64, 65, 66, 66, 66, 66, 67, 67, 68, 68, 70, 71, 71, 72, 73, 73, 74, 75, 75, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21, 22, 26, 45, 45, 49, 50, 52, 52, 52, 52, 54, 57, 57, 57, 59, 60, 60, 60, 61, 61, 62, 63, 64, 64, 64, 64, 66, 66, 66, 66, 66, 67, 68, 69, 71, 71, 74, 76, 76, 
0, 0, 0, 0, 0, 0, 21, 22, 23, 25, 28, 49, 51, 51, 51, 54, 55, 56, 58, 58, 59, 59, 59, 59, 62, 62, 63, 64, 64, 64, 64, 64, 65, 66, 66, 66, 67, 67, 67, 68, 68, 68, 68, 69, 69, 69, 70, 72, 73, 76, 
0, 0, 0, 0, 0, 20, 21, 24, 24, 25, 31, 33, 36, 47, 48, 53, 55, 56, 57, 58, 58, 59, 60, 61, 61, 61, 62, 63, 64, 65, 65, 65, 65, 66, 66, 66, 67, 67, 67, 68, 69, 70, 70, 70, 71, 71, 72, 72, 73, 77, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 13, 19, 19, 21, 21, 21, 22, 23, 27, 28, 29, 31, 32, 33, 51, 53, 53, 57, 59, 59, 60, 61, 61, 61, 62, 62, 63, 64, 64, 64, 64, 65, 65, 67, 69, 70, 72, 75, 
0, 0, 0, 5, 5, 12, 15, 20, 23, 26, 31, 37, 41, 48, 52, 52, 53, 54, 57, 59, 59, 59, 60, 60, 61, 61, 62, 62, 62, 63, 64, 64, 65, 65, 66, 66, 66, 67, 67, 67, 68, 68, 68, 68, 69, 69, 69, 72, 72, 76, 
0, 0, 0, 0, 0, 0, 0, 14, 15, 25, 40, 47, 47, 53, 55, 55, 56, 57, 57, 57, 58, 60, 60, 62, 62, 63, 64, 64, 64, 65, 65, 65, 65, 66, 66, 67, 67, 67, 68, 68, 69, 69, 70, 71, 71, 72, 72, 72, 72, 74, 
0, 0, 0, 0, 1, 7, 7, 9, 24, 26, 30, 36, 50, 51, 53, 53, 54, 55, 55, 55, 57, 58, 60, 60, 62, 63, 63, 64, 65, 65, 66, 66, 67, 67, 68, 68, 70, 70, 70, 71, 71, 71, 71, 72, 73, 74, 74, 75, 75, 78, 
